family,global_index,case_key,slice_index,risk_score,source_dice,tent1_dice,delta_dice,state,harmful,beneficial,source_tp,source_fp,source_fn,tent_tp,tent_fp,tent_fn
DeepLabV3_R50,929,Case31,14,0.5387089191540662,0.8856435643564357,0.8982102908277405,0.012566726471304857,NEUTRAL,0,0,7156,303,1545,7227,164,1474
DeepLabV3_R50,930,Case31,15,0.6726064504822998,0.8556820374300598,0.8784787560661582,0.022796718636098445,BENEFIT,0,1,4435,1496,0,4435,1227,0
DeepLabV3_R50,931,Case31,16,0.6956926657037562,0.8684935098990428,0.8884973571608357,0.02000384726179283,BENEFIT,0,1,3312,785,218,3530,886,0
DeepLabV3_R50,932,Case31,17,0.1751762166299927,0.1360075211532435,0.8229571984435797,0.6869496772903363,BENEFIT,0,1,217,0,2757,2961,1261,13
DeepLabV3_R50,933,Case31,18,0.1700701598921724,0.0033632286995515697,0.7890114839000225,0.785648255200471,BENEFIT,0,1,3,0,1778,1752,908,29
DeepLabV3_R50,934,Case31,19,0.6586165834785057,0.0,0.41984962406015036,0.41984962406015036,BENEFIT,0,1,0,0,698,698,1929,0
DeepLabV3_R50,935,Case31,20,0.7117411985878305,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,936,Case31,21,0.6925276533709304,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,937,Case31,22,0.6683394576707051,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,938,Case32,0,0.699589590253677,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,939,Case32,1,0.7270159971195996,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1,0
DeepLabV3_R50,940,Case32,2,0.7698741557887168,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,941,Case32,3,0.7953951630721263,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,942,Case32,4,0.3511977079093811,0.0,0.0,0.0,NEUTRAL,0,0,0,1121,0,0,1217,0
DeepLabV3_R50,943,Case32,5,0.2633019158330449,0.0,0.0,0.0,NEUTRAL,0,0,0,1390,0,0,1383,0
DeepLabV3_R50,944,Case32,6,0.1797250464321264,0.8531943815133666,0.8401469912723932,-0.013047390240973344,NEUTRAL,0,0,1883,7,641,1829,1,695
DeepLabV3_R50,945,Case32,7,0.2922051361878998,0.8610652091013092,0.8475492087996912,-0.013516000301618036,NEUTRAL,0,0,3387,2,1091,3294,1,1184
DeepLabV3_R50,946,Case32,8,0.2861810111183493,0.9267569071017986,0.910854593074013,-0.015902314027785636,NEUTRAL,0,0,4998,191,599,4695,17,902
DeepLabV3_R50,947,Case32,9,0.2543056222371013,0.9580586080586081,0.9481047357973343,-0.009953872261273755,NEUTRAL,0,0,5231,224,234,5015,99,450
DeepLabV3_R50,948,Case32,10,0.1437612689211757,0.9640940982253405,0.9551535549011358,-0.008940543324204686,NEUTRAL,0,0,5840,181,254,5676,115,418
DeepLabV3_R50,949,Case32,11,0.1842713482227747,0.9362862573341046,0.9428142714238079,0.006528014089703271,NEUTRAL,0,0,5665,552,219,5655,457,229
DeepLabV3_R50,950,Case32,12,0.2079638758122984,0.9582898014948164,0.9571158120009877,-0.001173989493828631,NEUTRAL,0,0,5962,391,128,5814,245,276
DeepLabV3_R50,951,Case32,13,0.2512208426288926,0.9327154136628905,0.9470834788683199,0.014368065205429437,NEUTRAL,0,0,5434,720,64,5423,531,75
DeepLabV3_R50,952,Case32,14,0.5762331012906885,0.90703752100056,0.9519434628975265,0.044905941896966506,BENEFIT,0,1,4859,255,741,5388,332,212
DeepLabV3_R50,953,Case32,15,0.5297470160603364,0.2589057043073341,0.8574221136224801,0.598516409315146,BENEFIT,0,1,556,230,2953,3509,1167,0
DeepLabV3_R50,954,Case32,16,0.7410223206280849,0.0,0.38160136286201024,0.38160136286201024,BENEFIT,0,1,0,0,3317,784,8,2533
DeepLabV3_R50,955,Case32,17,0.7539804198560549,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,956,Case32,18,0.7439037329498592,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1315,0
DeepLabV3_R50,957,Case32,19,0.7208792256174599,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,6507,0
DeepLabV3_R50,958,Case32,20,0.781672231293001,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,3140,0
DeepLabV3_R50,959,Case32,21,0.7612195854136706,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,444,0
DeepLabV3_R50,960,Case32,22,0.8046179043308158,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,4492,0
DeepLabV3_R50,961,Case33,0,0.7287077181984041,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,962,Case33,1,0.7127233271287455,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,907,0
DeepLabV3_R50,963,Case33,2,0.7014274628714879,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,707,0
DeepLabV3_R50,964,Case33,3,0.7055479073768126,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1364,0
DeepLabV3_R50,965,Case33,4,0.4001298480428235,0.0,0.0,0.0,NEUTRAL,0,0,0,1246,0,0,1330,0
DeepLabV3_R50,966,Case33,5,0.5109084540023762,0.7692307692307693,0.8243029984218833,0.055072229191113986,BENEFIT,0,1,1395,531,306,1567,534,134
DeepLabV3_R50,967,Case33,6,0.4801338974272788,0.7132774591971769,0.7396648044692737,0.02638734527209685,BENEFIT,0,1,1617,531,769,1655,434,731
DeepLabV3_R50,968,Case33,7,0.3502055133087591,0.7320634920634921,0.7573849878934624,0.025321495829970342,BENEFIT,0,1,2306,431,1257,2346,286,1217
DeepLabV3_R50,969,Case33,8,0.4262757802713947,0.7826635429807173,0.7602587800369686,-0.022404762943748713,HARM,1,0,4343,119,2293,4113,71,2523
DeepLabV3_R50,970,Case33,9,0.5271047235216558,0.9159424320378224,0.9061323100973495,-0.009810121940472927,NEUTRAL,0,0,6587,175,1034,6376,76,1245
DeepLabV3_R50,971,Case33,10,0.3898966698802426,0.9461346936296836,0.9451781709444306,-0.0009565226852530362,NEUTRAL,0,0,7790,503,384,7586,292,588
DeepLabV3_R50,972,Case33,11,0.4722302746678343,0.9302953586497891,0.9512734038841726,0.020978045234383513,BENEFIT,0,1,8268,976,263,8180,487,351
DeepLabV3_R50,973,Case33,12,0.1976297285715795,0.9475194525688427,0.9601263324121595,0.012606879843316765,NEUTRAL,0,0,8585,701,250,8512,384,323
DeepLabV3_R50,974,Case33,13,0.2469618475803132,0.9595048818225471,0.9610053395178254,0.00150045769527829,NEUTRAL,0,0,8992,632,127,8909,513,210
DeepLabV3_R50,975,Case33,14,0.4429682692492137,0.8790808781708566,0.8509823236469107,-0.02809855452394583,HARM,1,0,7728,1973,153,7775,2617,106
DeepLabV3_R50,976,Case33,15,0.716431587624168,0.0,0.4254057868736768,0.4254057868736768,BENEFIT,0,1,0,0,4862,1507,716,3355
DeepLabV3_R50,977,Case33,16,0.7604381492499013,0.0,0.3650465356773526,0.3650465356773526,BENEFIT,0,1,0,0,3454,1059,1289,2395
DeepLabV3_R50,978,Case33,17,0.798409195164309,0.0,0.0,0.0,NEUTRAL,0,0,0,0,2486,0,0,2486
DeepLabV3_R50,979,Case33,18,0.7596448864038678,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,980,Case33,19,0.7481168575327042,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,981,Case33,20,0.739308524483726,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,982,Case33,21,0.7013280263236322,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,983,Case33,22,0.7314983532974142,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,984,Case34,0,0.6913584974793975,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,985,Case34,1,0.6817051173660169,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,986,Case34,2,0.699766213120025,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,987,Case34,3,0.707701956540362,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,19,0
DeepLabV3_R50,988,Case34,4,0.2951508330495552,0.0,0.0,0.0,NEUTRAL,0,0,0,1135,0,0,1342,0
DeepLabV3_R50,989,Case34,5,0.2041575931761903,0.0,0.0,0.0,NEUTRAL,0,0,0,1222,0,0,1163,0
DeepLabV3_R50,990,Case34,6,0.2220314037026804,0.9226145755071374,0.9329221279876638,0.010307552480526394,NEUTRAL,0,0,1228,85,121,1210,35,139
DeepLabV3_R50,991,Case34,7,0.2279775723066016,0.860260846420016,0.833469610248024,-0.026791236171991972,HARM,1,0,1616,1,524,1529,0,611
DeepLabV3_R50,992,Case34,8,0.2356326828465685,0.8859081097748998,0.8849721706864564,-0.0009359390884433605,NEUTRAL,0,0,2873,15,725,2862,8,736
DeepLabV3_R50,993,Case34,9,0.26717294706408,0.9101372288623285,0.909556124151741,-0.0005811047105874767,NEUTRAL,0,0,4112,93,719,4088,70,743
DeepLabV3_R50,994,Case34,10,0.1090498227286035,0.9474088882054437,0.9395994076845141,-0.007809480520929557,NEUTRAL,0,0,6161,217,467,6028,175,600
DeepLabV3_R50,995,Case34,11,0.1011375893754453,0.9699848024316109,0.9703831638201241,0.0003983613885132353,NEUTRAL,0,0,7659,294,180,7585,209,254
DeepLabV3_R50,996,Case34,12,0.1773929355843411,0.9460253924573144,0.9523689197725838,0.006343527315269326,NEUTRAL,0,0,7563,602,261,7538,468,286
DeepLabV3_R50,997,Case34,13,0.2211860701329452,0.9480710349050827,0.9479516872120533,-0.00011934769302945902,NEUTRAL,0,0,7741,391,457,7613,251,585
DeepLabV3_R50,998,Case34,14,0.4892452032145929,0.9297705124174788,0.9258367139959433,-0.003933798421535517,NEUTRAL,0,0,7394,1013,104,7303,975,195
DeepLabV3_R50,999,Case34,15,0.520247580403257,0.9146513877520649,0.931220961230863,0.01656957347879806,NEUTRAL,0,0,6146,970,177,6113,693,210
DeepLabV3_R50,1000,Case34,16,0.3698962236228402,0.6726120628960338,0.7294661190965093,0.056854056200475456,BENEFIT,0,1,1433,1391,4,1421,1038,16
DeepLabV3_R50,1001,Case34,17,0.4321575430049291,0.0,0.0,0.0,NEUTRAL,0,0,0,751,0,0,1144,0
DeepLabV3_R50,1002,Case34,18,0.7405320861679675,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1003,Case34,19,0.7534420566075078,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1004,Case34,20,0.7429365417670658,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1005,Case34,21,0.7460182969879392,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1006,Case34,22,0.7341219970860302,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1007,Case34,23,0.1226143804895387,0.0,0.0,0.0,NEUTRAL,0,0,0,13,0,0,446,0
DeepLabV3_R50,1008,Case34,24,0.2192563774744237,0.0,0.0,0.0,NEUTRAL,0,0,0,1309,0,0,1520,0
DeepLabV3_R50,1009,Case34,25,0.7084490769937329,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1010,Case34,26,0.1791318826417604,0.0,0.0,0.0,NEUTRAL,0,0,0,71,0,0,797,0
DeepLabV3_R50,1011,Case34,27,0.6656257446858704,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,310,0
DeepLabV3_R50,1012,Case35,0,0.6887726946168914,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1013,Case35,1,0.738629041148871,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1014,Case35,2,0.0189908512372977,0.0,1.0,1.0,BENEFIT,0,1,0,16,0,0,0,0
DeepLabV3_R50,1015,Case35,3,0.6617589338889995,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1016,Case35,4,0.2586486051327197,0.0,0.0,0.0,NEUTRAL,0,0,0,1364,0,0,1668,0
DeepLabV3_R50,1017,Case35,5,0.2269313907540644,0.8444309927360775,0.8692558553216722,0.024824862585594687,BENEFIT,0,1,1395,2,512,1466,0,441
DeepLabV3_R50,1018,Case35,6,0.1910610013189853,0.8374888691006234,0.7845794392523364,-0.05290942984828695,HARM,1,0,1881,10,720,1679,0,922
DeepLabV3_R50,1019,Case35,7,0.1044184126773306,0.7613749821708743,0.7961033689622514,0.03472838679137713,BENEFIT,0,1,2669,3,1670,2942,110,1397
DeepLabV3_R50,1020,Case35,8,0.1232349067813287,0.9316158760079589,0.9009398293183537,-0.03067604668960522,HARM,1,0,4448,28,625,4170,14,903
DeepLabV3_R50,1021,Case35,9,0.108468157986721,0.9423094070441373,0.9488548927310582,0.0065454856869208156,NEUTRAL,0,0,5284,162,485,5241,37,528
DeepLabV3_R50,1022,Case35,10,0.1986431754607451,0.9620417784280257,0.9545416908172559,-0.007500087610769812,NEUTRAL,0,0,5918,113,354,5764,41,508
DeepLabV3_R50,1023,Case35,11,0.2580943949987135,0.956210067009506,0.9574569033686541,0.001246836359148129,NEUTRAL,0,0,6136,106,456,6054,0,538
DeepLabV3_R50,1024,Case35,12,0.3377447339598451,0.9427531179797041,0.9420007785130401,-0.000752339466663976,NEUTRAL,0,0,6085,43,696,6050,14,731
DeepLabV3_R50,1025,Case35,13,0.2807825152047222,0.9317688660290927,0.9252176743429082,-0.006551191686184454,NEUTRAL,0,0,5797,42,807,5685,0,919
DeepLabV3_R50,1026,Case35,14,0.3469627284233351,0.7509578544061303,0.8712754283784925,0.1203175739723622,BENEFIT,0,1,4018,0,2665,5161,3,1522
DeepLabV3_R50,1027,Case35,15,0.2703561460063052,0.9015544041450777,0.9140811455847255,0.012526741439647826,NEUTRAL,0,0,2262,44,450,2298,18,414
DeepLabV3_R50,1028,Case35,16,0.3063593956265761,0.8068825910931174,0.7537608867775138,-0.05312170431560359,HARM,1,0,1993,6,948,1904,207,1037
DeepLabV3_R50,1029,Case35,17,0.4493862563885257,0.9219858156028369,0.8838008013737836,-0.03818501422905329,HARM,1,0,715,48,73,772,187,16
DeepLabV3_R50,1030,Case35,18,0.5136484657558098,0.7592592592592593,0.8395560040363269,0.08029674477706761,BENEFIT,0,1,287,19,163,416,125,34
DeepLabV3_R50,1031,Case35,19,0.6618364736870855,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,308,0
DeepLabV3_R50,1032,Case35,20,0.652039860738581,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,110,0
DeepLabV3_R50,1033,Case35,21,0.6609846945934852,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1528,0
DeepLabV3_R50,1034,Case35,22,0.6897838743534414,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1035,Case36,0,0.7500826997228767,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1036,Case36,1,0.7645060874158921,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1037,Case36,2,0.7780331437526838,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,9,0
DeepLabV3_R50,1038,Case36,3,0.3741301334900822,0.0,0.0,0.0,NEUTRAL,0,0,0,1087,0,0,1194,0
DeepLabV3_R50,1039,Case36,4,0.4690918891958564,0.8135593220338984,0.8363897878460985,0.022830465812200162,BENEFIT,0,1,1104,61,445,1163,69,386
DeepLabV3_R50,1040,Case36,5,0.4201432733996097,0.7949593069046994,0.7670500133725595,-0.02790929353213989,HARM,1,0,1514,46,735,1434,56,815
DeepLabV3_R50,1041,Case36,6,0.5469066552843347,0.845223700120919,0.802092050209205,-0.04313164991171392,HARM,1,0,2097,89,679,1917,87,859
DeepLabV3_R50,1042,Case36,7,0.3170190612145635,0.7927835051546391,0.7446351931330472,-0.04814831202159198,HARM,1,0,3076,46,1562,2776,42,1862
DeepLabV3_R50,1043,Case36,8,0.2289032397991736,0.9155349453461411,0.8998766677878686,-0.015658277558272538,NEUTRAL,0,0,4146,111,654,4013,106,787
DeepLabV3_R50,1044,Case36,9,0.2870761688560003,0.9290972491282449,0.9230170316301703,-0.006080217498074525,NEUTRAL,0,0,4796,19,713,4742,24,767
DeepLabV3_R50,1045,Case36,10,0.3297328404533164,0.9639076869685927,0.9497314904481028,-0.014176196520489959,NEUTRAL,0,0,5555,57,359,5394,51,520
DeepLabV3_R50,1046,Case36,11,0.2470720969862654,0.9512075718015666,0.937323826894379,-0.013883744907187578,NEUTRAL,0,0,5829,22,576,5653,4,752
DeepLabV3_R50,1047,Case36,12,0.3372329253829868,0.9626298143756644,0.9546985517009094,-0.007931262674754969,NEUTRAL,0,0,5886,138,319,5669,2,536
DeepLabV3_R50,1048,Case36,13,0.5343833296567962,0.943977146484685,0.9477551020408164,0.0037779555561313627,NEUTRAL,0,0,5948,412,294,5805,203,437
DeepLabV3_R50,1049,Case36,14,0.4184396982034511,0.9567959096719216,0.9482265198161478,-0.008569389855773824,NEUTRAL,0,0,5614,148,359,5467,91,506
DeepLabV3_R50,1050,Case36,15,0.4755059982864013,0.6876622252984945,0.8262076624097724,0.13854543711127787,BENEFIT,0,1,1987,623,1182,2976,1059,193
DeepLabV3_R50,1051,Case36,16,0.7398328734491455,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,159,0
DeepLabV3_R50,1052,Case36,17,0.7173477591485833,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1053,Case36,18,0.6982638432340933,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,68,0
DeepLabV3_R50,1054,Case36,19,0.7314468850156967,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,28,0
DeepLabV3_R50,1055,Case36,20,0.735142187888244,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1056,Case36,21,0.7290546969306333,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1057,Case36,22,0.7273549007227205,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,215,0
DeepLabV3_R50,1058,Case36,23,0.7153254209584833,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,418,0
DeepLabV3_R50,1059,Case36,24,0.7366240828359494,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1060,Case36,25,0.7295101820747812,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1061,Case37,0,0.6361875551911371,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,303,0
DeepLabV3_R50,1062,Case37,1,0.6676309910046109,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1671,0
DeepLabV3_R50,1063,Case37,2,0.7142289333938742,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1064,Case37,3,0.7105722865543965,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1065,Case37,4,0.6879029870413917,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1066,Case37,5,0.6868129463116157,0.0,0.0,0.0,NEUTRAL,0,0,0,0,2681,0,0,2681
DeepLabV3_R50,1067,Case37,6,0.1492855920052319,0.42938241871666954,0.42965256277949776,0.0002701440628282148,NEUTRAL,0,0,1248,0,3317,1249,0,3316
DeepLabV3_R50,1068,Case37,7,0.3062255036813221,0.47918188458729,0.4769568397951719,-0.0022250447921181027,NEUTRAL,0,0,1640,0,3565,1630,0,3575
DeepLabV3_R50,1069,Case37,8,0.4140114561979131,0.604153231007352,0.5676497817748976,-0.03650344923245441,HARM,1,0,2342,163,2906,2146,167,3102
DeepLabV3_R50,1070,Case37,9,0.4352420119984918,0.6706985182945268,0.6204295442640125,-0.050268974030514224,HARM,1,0,3327,55,3212,2961,45,3578
DeepLabV3_R50,1071,Case37,10,0.2166853085121635,0.8510568572833033,0.8210172341319882,-0.03003962315131503,HARM,1,0,5194,0,1818,4883,0,2129
DeepLabV3_R50,1072,Case37,11,0.2504652578250975,0.8907477451265639,0.8742895105927512,-0.016458234533812677,NEUTRAL,0,0,6123,0,1502,5922,0,1703
DeepLabV3_R50,1073,Case37,12,0.2164571225596147,0.8956469886702445,0.8816568047337278,-0.013990183936516742,NEUTRAL,0,0,6759,18,1557,6556,0,1760
DeepLabV3_R50,1074,Case37,13,0.3741476643345272,0.8758568164508759,0.8615127562495983,-0.014344060201277542,NEUTRAL,0,0,6900,30,1926,6703,32,2123
DeepLabV3_R50,1075,Case37,14,0.400585865795065,0.9122371767040873,0.8873239436619719,-0.024913233042115457,HARM,1,0,7354,0,1415,6993,0,1776
DeepLabV3_R50,1076,Case37,15,0.5326759375193597,0.8885876931417729,0.8435576310762046,-0.045030062065568255,HARM,1,0,6556,590,1054,5961,562,1649
DeepLabV3_R50,1077,Case37,16,0.6338075128574014,0.7254148614403663,0.6067299396031062,-0.1186849218372601,HARM,1,0,4437,586,2773,3516,864,3694
DeepLabV3_R50,1078,Case37,17,0.5990117200169234,0.38969099986506545,0.41468513195714657,0.024994132092081123,BENEFIT,0,1,1444,409,4114,1587,509,3971
DeepLabV3_R50,1079,Case37,18,0.7285361169363531,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1080,Case37,19,0.718847099991577,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1081,Case37,20,0.6870485394337124,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1082,Case37,21,0.7203552750473061,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1083,Case37,22,0.3697721743245884,0.0,0.0,0.0,NEUTRAL,0,0,0,632,0,0,775,0
DeepLabV3_R50,1084,Case37,23,0.4773325145984746,0.0,0.0,0.0,NEUTRAL,0,0,0,45,0,0,6512,0
DeepLabV3_R50,1085,Case37,24,0.7246852854645522,0.0,0.0,0.0,NEUTRAL,0,0,0,1125,0,0,2785,0
DeepLabV3_R50,1086,Case37,25,0.6739909867035322,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1087,Case37,26,0.0977748351681206,0.0,0.0,0.0,NEUTRAL,0,0,0,65,0,0,188,0
DeepLabV3_R50,1088,Case37,27,0.6750355673402098,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1444,0
DeepLabV3_R50,1089,Case38,0,0.6906850909083864,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1090,Case38,1,0.6511911265058646,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1091,Case38,2,0.6940988280109764,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,11,0
DeepLabV3_R50,1092,Case38,3,0.3440961973889102,0.0,0.0,0.0,NEUTRAL,0,0,0,1121,0,0,1327,0
DeepLabV3_R50,1093,Case38,4,0.346145581973843,0.0,0.0,0.0,NEUTRAL,0,0,0,2067,0,0,2053,0
DeepLabV3_R50,1094,Case38,5,0.3699052664780667,0.5544392044289522,0.6725099601593626,0.11807075573041037,BENEFIT,0,1,1352,111,2062,2532,1584,882
DeepLabV3_R50,1095,Case38,6,0.3462780014450973,0.7721199899168137,0.7542754275427542,-0.017844562374059514,NEUTRAL,0,0,3063,31,1777,2933,4,1907
DeepLabV3_R50,1096,Case38,7,0.488138540253966,0.7519489723600283,0.8739895387541607,0.12204056639413241,BENEFIT,0,1,4244,33,2767,5514,93,1497
DeepLabV3_R50,1097,Case38,8,0.4347970245574732,0.8612217795484728,0.9274678910467209,0.0662461114982481,BENEFIT,0,1,6485,8,2082,7474,76,1093
DeepLabV3_R50,1098,Case38,9,0.4715187544912232,0.866200784046361,0.9562331466500726,0.09003236260371161,BENEFIT,0,1,7623,202,2153,9220,288,556
DeepLabV3_R50,1099,Case38,10,0.4766591646040202,0.8919810644096973,0.9146604215456674,0.022679357135970135,BENEFIT,0,1,9327,0,2259,9764,0,1822
DeepLabV3_R50,1100,Case38,11,0.547204124635034,0.8973778203676278,0.9516269430051814,0.05424912263755355,BENEFIT,0,1,10301,18,2338,11479,7,1160
DeepLabV3_R50,1101,Case38,12,0.4710919831521076,0.9344647623600654,0.9413903489704778,0.006925586610412426,NEUTRAL,0,0,11728,81,1564,11910,101,1382
DeepLabV3_R50,1102,Case38,13,0.5651659976612102,0.957220210133754,0.9590894448620209,0.0018692347282668331,NEUTRAL,0,0,13347,52,1141,13398,53,1090
DeepLabV3_R50,1103,Case38,14,0.639523299813475,0.9224073240282156,0.9415625115215869,0.019155187493371306,NEUTRAL,0,0,12292,16,2052,12769,10,1575
DeepLabV3_R50,1104,Case38,15,0.6882553011148591,0.9185696871190573,0.9358747993579454,0.017305112238888087,NEUTRAL,0,0,11303,61,1943,11661,13,1585
DeepLabV3_R50,1105,Case38,16,0.7795772996548249,0.9032320123124279,0.9126916119204037,0.009459599607975822,NEUTRAL,0,0,9390,0,2012,9586,18,1816
DeepLabV3_R50,1106,Case38,17,0.7331337894304125,0.7646027627796087,0.9205695243865495,0.15596676160694078,BENEFIT,0,1,5452,9,3348,7597,108,1203
DeepLabV3_R50,1107,Case38,18,0.6949456655191929,0.9105013882083945,0.8935120973955926,-0.016989290812801983,NEUTRAL,0,0,5575,472,624,5798,981,401
DeepLabV3_R50,1108,Case38,19,0.8189151867510744,0.0,0.0,0.0,NEUTRAL,0,0,0,2280,0,0,3984,0
DeepLabV3_R50,1109,Case38,20,0.7308005119701698,0.0,0.0,0.0,NEUTRAL,0,0,0,849,0,0,987,0
DeepLabV3_R50,1110,Case38,21,0.7353024614415347,1.0,0.0,-1.0,HARM,1,0,0,0,0,0,1086,0
DeepLabV3_R50,1111,Case38,22,0.6942406290070136,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1112,Case38,23,0.6910980621919458,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1113,Case39,0,0.7298869945499359,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1114,Case39,1,0.7174515343776814,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1115,Case39,2,0.6621055826586139,1.0,1.0,0.0,NEUTRAL,0,0,0,0,0,0,0,0
DeepLabV3_R50,1116,Case39,3,0.6745713943094358,0.0,0.0,0.0,NEUTRAL,0,0,0,0,794,0,0,794
DeepLabV3_R50,1117,Case39,4,0.4737405864483081,0.9323121506934382,0.9281767955801105,-0.004135355113327743,NEUTRAL,0,0,2252,95,232,2268,135,216
DeepLabV3_R50,1118,Case39,5,0.3964270331213834,0.8895286074127384,0.8953173024769481,0.005788695064209648,NEUTRAL,0,0,2472,215,399,2476,184,395
DeepLabV3_R50,1119,Case39,6,0.3878278971728784,0.8134199708261504,0.7994641661085063,-0.013955804717644016,NEUTRAL,0,0,3067,422,985,2984,429,1068
